date,fund_id,family,method,solver_success,attempts,status_code,message,iterations,objective_value,sum_residual,lower_bound_violation,upper_bound_violation,covariance_repair,minimum_eigenvalue,retry_used,near_identical_with,near_identical_warning,near_identical_explanation
2021-09-01,combined_risk_parity,Combined,Risk Parity,True,1,0,Optimization terminated successfully,30,1.429076847529693e-13,1.1102230246251565e-16,0.0,0.0,0.0,0.0047162416297591445,False,,False,
2021-10-01,equity_equal_weight,Equity,Equal Weight,True,0,0,deterministic_equal_weight,0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,
2021-10-01,equity_minimum_variance,Equity,Minimum Variance,True,1,0,Optimization terminated successfully,53,0.00886895953128019,2.220446049250313e-16,0.0,0.0,0.0,0.0046356754214758955,False,,False,
2021-10-01,equity_maximum_sharpe,Equity,Maximum Sharpe,True,1,0,Optimization terminated successfully,22,-3.6534122960777813,4.418687638008123e-14,0.0,0.0,0.0,0.0046356754214758955,False,,False,
2021-10-01,equity_risk_parity,Equity,Risk Parity,True,1,0,Optimization terminated successfully,20,7.897551966768475e-14,1.1102230246251565e-16,0.0,0.0,0.0,0.0046356754214758955,False,,False,
2021-10-01,crypto_equal_weight,Crypto,Equal Weight,True,0,0,deterministic_equal_weight,0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,
2021-10-01,crypto_minimum_variance,Crypto,Minimum Variance,True,1,0,Optimization terminated successfully,2,0.9370544962651084,8.881784197001252e-16,0.0,0.0,0.0,0.17037439999771872,False,,False,
2021-10-01,crypto_maximum_sharpe,Crypto,Maximum Sharpe,True,1,0,Optimization terminated successfully,6,-2.7972955670156328,3.9968028886505635e-15,0.0,0.0,0.0,0.17037439999771872,False,,False,
2021-10-01,crypto_risk_parity,Crypto,Risk Parity,True,1,0,Optimization terminated successfully,15,4.823174476176338e-14,0.0,0.0,0.0,0.0,0.17037439999771872,False,,False,
2021-10-01,combined_equal_weight,Combined,Equal Weight,True,0,0,deterministic_equal_weight,0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,
2021-10-01,combined_minimum_variance,Combined,Minimum Variance,True,1,0,Optimization terminated successfully,53,0.00886895953140222,2.220446049250313e-16,0.0,0.0,0.0,0.004268513449650977,False,,False,
2021-10-01,combined_maximum_sharpe,Combined,Maximum Sharpe,True,1,0,Optimization terminated successfully,30,-3.9439250665279766,1.1368683772161603e-13,0.0,0.0,0.0,0.004268513449650977,False,,False,
2021-10-01,combined_risk_parity,Combined,Risk Parity,True,1,0,Optimization terminated successfully,32,9.511689387324107e-14,1.1102230246251565e-16,0.0,0.0,0.0,0.004268513449650977,False,,False,
2021-11-01,equity_equal_weight,Equity,Equal Weight,True,0,0,deterministic_equal_weight,0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,
2021-11-01,equity_minimum_variance,Equity,Minimum Variance,True,1,0,Optimization terminated successfully,53,0.008417387053986694,2.220446049250313e-16,0.0,0.0,0.0,0.004738087048484743,False,,False,
2021-11-01,equity_maximum_sharpe,Equity,Maximum Sharpe,True,1,0,Optimization terminated successfully,22,-4.70089436094185,4.440892098500626e-14,0.0,0.0,0.0,0.004738087048484743,False,,False,
2021-11-01,equity_risk_parity,Equity,Risk Parity,True,1,0,Optimization terminated successfully,19,1.1210247861568175e-13,0.0,0.0,0.0,0.0,0.004738087048484743,False,,False,
2021-11-01,crypto_equal_weight,Crypto,Equal Weight,True,0,0,deterministic_equal_weight,0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,
2021-11-01,crypto_minimum_variance,Crypto,Minimum Variance,True,1,0,Optimization terminated successfully,2,0.9511509813501462,6.661338147750939e-16,0.0,0.0,0.0,0.1777798312520822,False,,False,
2021-11-01,crypto_maximum_sharpe,Crypto,Maximum Sharpe,True,1,0,Optimization terminated successfully,9,-2.9253225506089824,1.2434497875801753e-14,0.0,0.0,0.0,0.1777798312520822,False,,False,
2021-11-01,crypto_risk_parity,Crypto,Risk Parity,True,1,0,Optimization terminated successfully,15,1.214034490073179e-14,0.0,0.0,0.0,0.0,0.1777798312520822,False,,False,
2021-11-01,combined_equal_weight,Combined,Equal Weight,True,0,0,deterministic_equal_weight,0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,
2021-11-01,combined_minimum_variance,Combined,Minimum Variance,True,1,0,Optimization terminated successfully,54,0.008417387054337987,2.220446049250313e-16,0.0,0.0,0.0,0.004091767102442855,False,,False,
2021-11-01,combined_maximum_sharpe,Combined,Maximum Sharpe,True,1,0,Optimization terminated successfully,33,-4.901770089348058,3.481659405224491e-13,0.0,0.0,0.0,0.004091767102442855,False,,False,
2021-11-01,combined_risk_parity,Combined,Risk Parity,True,1,0,Optimization terminated successfully,32,2.617161344268041e-13,0.0,0.0,0.0,0.0,0.004091767102442855,False,,False,
2021-12-01,equity_equal_weight,Equity,Equal Weight,True,0,0,deterministic_equal_weight,0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,
2021-12-01,equity_minimum_variance,Equity,Minimum Variance,True,1,0,Optimization terminated successfully,61,0.008150005586372185,0.0,0.0,0.0,0.0,0.004292904629262084,False,,False,
2021-12-01,equity_maximum_sharpe,Equity,Maximum Sharpe,True,1,0,Optimization terminated successfully,17,-4.046868675760922,7.882583474838611e-14,0.0,0.0,0.0,0.004292904629262084,False,,False,
2021-12-01,equity_risk_parity,Equity,Risk Parity,True,1,0,Optimization terminated successfully,18,1.7535198378297654e-13,2.220446049250313e-16,0.0,0.0,0.0,0.004292904629262084,False,,False,
2021-12-01,crypto_equal_weight,Crypto,Equal Weight,True,0,0,deterministic_equal_weight,0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,
2021-12-01,crypto_minimum_variance,Crypto,Minimum Variance,True,1,0,Optimization terminated successfully,5,0.9331827437150385,5.551115123125783e-16,0.0,0.0,0.0,0.1723437431468079,False,,False,
2021-12-01,crypto_maximum_sharpe,Crypto,Maximum Sharpe,True,1,0,Optimization terminated successfully,2,-2.4172859977601187,2.220446049250313e-16,0.0,0.0,0.0,0.1723437431468079,False,,False,
2021-12-01,crypto_risk_parity,Crypto,Risk Parity,True,1,0,Optimization terminated successfully,17,2.1351505816107931e-13,0.0,0.0,0.0,0.0,0.1723437431468079,False,,False,
2021-12-01,combined_equal_weight,Combined,Equal Weight,True,0,0,deterministic_equal_weight,0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,
2021-12-01,combined_minimum_variance,Combined,Minimum Variance,True,1,0,Optimization terminated successfully,61,0.008150005586425008,0.0,0.0,0.0,0.0,0.00394762836038395,False,,False,
2021-12-01,combined_maximum_sharpe,Combined,Maximum Sharpe,True,1,0,Optimization terminated successfully,29,-4.128894766350546,1.4761525335416081e-12,0.0,0.0,0.0,0.00394762836038395,False,,False,
2021-12-01,combined_risk_parity,Combined,Risk Parity,True,1,0,Optimization terminated successfully,31,6.980147639549345e-14,1.1102230246251565e-16,0.0,0.0,0.0,0.00394762836038395,False,,False,
2022-01-01,crypto_equal_weight,Crypto,Equal Weight,True,0,0,deterministic_equal_weight,0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,
2022-01-01,crypto_minimum_variance,Crypto,Minimum Variance,True,1,0,Optimization terminated successfully,8,0.916801540584177,2.220446049250313e-16,0.0,0.0,0.0,0.16234725210218068,False,,False,
2022-01-01,crypto_maximum_sharpe,Crypto,Maximum Sharpe,True,1,0,Optimization terminated successfully,2,-2.250263240735973,2.220446049250313e-16,0.0,0.0,0.0,0.16234725210218068,False,,False,
